Nama Restoran,Jenis Makanan,Alamat,Harga,Rating,Timestamp,Kota,combined_features
kopimanyar,Kafe,"Jl. Bintaro Tengah Blok O2 No. 14 (Bintaro Sektor 1), Bintaro, Jakarta Selatan",75000,3.88,2025-06-03 22:32:32.339521,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Zoti  Hotel Morrissey,Italia,"Hotel Morrissey, Lantai 1
Jl. KH Wahid Hasyim No. 70, Menteng, Jakarta Pusat",150000,4.3,2025-06-03 22:32:32.650046,Jakarta Pusat,Italia Italia Jakarta Pusat
Ask For Patty,Barat,"Grand Indonesia Mall, Lantai Lower Ground, West Mall
Jl. MH Thamrin, Thamrin, Jakarta Pusat",75000,4.33,2025-06-03 22:32:32.948745,Jakarta Pusat,Barat Barat Jakarta Pusat
Starbucks,Kafe,"Jl. H. Agus Salim No. 19, Menteng, Jakarta Pusat",75000,4.3,2025-06-03 22:32:33.180991,Jakarta Pusat,Kafe Kafe Jakarta Pusat
Laoban by Uncle Osh,China,"Jl. Tebet Barat VIII No. 5, Tebet, Jakarta Selatan",50000,4.3,2025-06-03 22:32:33.489308,Jakarta Selatan,China China Jakarta Selatan
That Line Coffee  Ramen,Jepang,"Sudirman Plaza, Plaza Marein, Lantai Ground
Jl. Jenderal Sudirman, Sudirman, Jakarta Pusat",75000,4.3,2025-06-03 22:32:33.787251,Jakarta Pusat,Jepang Jepang Jakarta Pusat
Konoha,Jepang,"Menara Astra, Lantai 2
Jl. Jenderal Sudirman Kav. 5 - 6, Sudirman, Jakarta Pusat",150000,4.3,2025-06-03 22:32:37.483032,Jakarta Pusat,Jepang Jepang Jakarta Pusat
Kopi Kenangan,Minuman,"Mall Ciputra Jakarta, Lantai Lower Ground
Jl. Arteri S. Parman, Grogol, Jakarta Barat",50000,3.99,2025-06-03 22:32:37.782831,Jakarta Barat,Minuman Minuman Jakarta Barat
Tori Yo,Snack,"Mall of Indonesia, Lantai 2, Dotonbori Foodtown
Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta Utara",50000,3.93,2025-06-03 22:32:38.086294,Jakarta Utara,Snack Snack Jakarta Utara
Zenbu,Jepang,"Senayan City, Lantai 5, Delicae Food Court
Jl. Asia Afrika, Senayan, Jakarta Selatan",150000,4.0,2025-06-03 22:32:38.365211,Jakarta Selatan,Jepang Jepang Jakarta Selatan
Yangs Braised Chicken Rice,China,"Ruko Mall of Indonesia, Gading River View, Blok M No. 23C
Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta Utara",75000,4.4,2025-06-03 22:32:38.657973,Jakarta Utara,China China Jakarta Utara
Steak 21,Barat,"Plaza Indonesia, Lantai 5
Jl. MH Thamrin, Thamrin, Jakarta Pusat",150000,4.4,2025-06-03 22:32:38.954821,Jakarta Pusat,Barat Barat Jakarta Pusat
KBon Bonsai Cafe,Kafe,"Jl. Jeruk Joglo Timur Blok W5 No. 6, Meruya, Jakarta Barat",75000,4.4,2025-06-03 22:32:39.248881,Jakarta Barat,Kafe Kafe Jakarta Barat
House of Haru,"Toko Kue,Kafe","Ruko Graha Cempaka Mas, Blok B No. 6
Jl. Letjen R. Suprapto, Kemayoran, Jakarta Pusat",75000,4.4,2025-06-03 22:32:39.544088,Jakarta Pusat,"Toko Kue,Kafe Toko Kue,Kafe Jakarta Pusat"
Pancious,Italia,"Pondok Indah Mall 2, Lantai 3, Restaurant Row
Jl. Metro Pondok Indah, Pondok Indah, Jakarta Selatan",150000,3.97,2025-06-03 22:32:39.838759,Jakarta Selatan,Italia Italia Jakarta Selatan
Makaron  Hotel Pullman Thamrin,Kafe,"Hotel Pullman Thamrin, Lantai Lobby
Jl. MH Thamrin No. 59, Thamrin, Jakarta Pusat",150000,4.44,2025-06-03 22:32:40.136439,Jakarta Pusat,Kafe Kafe Jakarta Pusat
CorkScrew,Barat,"Pacific Place Mall, Lantai Ground
Jl. Jenderal Sudirman, SCBD, Kebayoran Baru, Jakarta Selatan",150000,4.1,2025-06-03 22:32:40.427027,Jakarta Selatan,Barat Barat Jakarta Selatan
Queens Tandoor,India,"Plaza Permata, Lantai Basement
Jl. MH Thamrin, Thamrin, Jakarta Pusat",150000,4.04,2025-06-03 22:32:40.870151,Jakarta Pusat,India India Jakarta Pusat
The Post,Kafe,"Jl. Cipete Dalam No. 33, Fatmawati, Jakarta Selatan",150000,4.01,2025-06-03 22:32:44.586197,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Taeyang Sung,Korea,"Neo Soho Mall, Lantai Lower Ground
Jl. Letjen S. Parman, Slipi, Jakarta Barat",150000,3.92,2025-06-03 22:32:44.822838,Jakarta Barat,Korea Korea Jakarta Barat
Bakerzin,Barat,"Kota Kasablanka, Lantai Ground, Food Society
Jl. Casablanca Raya, Tebet, Jakarta Selatan",150000,3.93,2025-06-03 22:32:45.001344,Jakarta Selatan,Barat Barat Jakarta Selatan
Hello Sunday,Kafe,"Metropole 21, Lantai 2
Jl. Pegangsaan Timur No. 21, Cikini, Menteng, Jakarta Pusat",150000,3.89,2025-06-03 22:32:45.255702,Jakarta Pusat,Kafe Kafe Jakarta Pusat
Maple  Oak,Kafe,"De Ritz Building, Lantai Ground
Jl. HOS Cokroaminoto No. 91, Menteng, Jakarta Pusat",150000,3.93,2025-06-03 22:32:45.358406,Jakarta Pusat,Kafe Kafe Jakarta Pusat
Libero,Kafe,"Jl. Dr. Susilo Raya No. C4, Grogol, Jakarta Barat",150000,3.91,2025-06-03 22:32:45.571745,Jakarta Barat,Kafe Kafe Jakarta Barat
Gandy Steak House  Bakery,Barat,"Jl. HOS Cokroaminoto No. 90, Menteng, Jakarta Pusat",200000,4.01,2025-06-03 22:32:45.797004,Jakarta Pusat,Barat Barat Jakarta Pusat
Shori Sushi Bar,Jepang,"Senayan City, Lantai Lower Ground
Jl. Asia Afrika, Senayan, Jakarta Selatan",150000,4.13,2025-06-03 22:32:46.077659,Jakarta Selatan,Jepang Jepang Jakarta Selatan
The Japanese  Sari Pacific Hotel,Jepang,"Sari Pacific Hotel
Jl. MH Thamrin, Thamrin, Jakarta Pusat",200000,4.1,2025-06-03 22:32:46.336269,Jakarta Pusat,Jepang Jepang Jakarta Pusat
Moven Coffee,Kafe,"Jl. Griya Sejahtera Blok L1 No. 4, Sunter, Jakarta Utara",50000,4.09,2025-06-03 22:32:46.588024,Jakarta Utara,Kafe Kafe Jakarta Utara
Bunk Lounge  Hotel Pullman Central Park,Lounge,"Hotel Pullman Central Park, Lantai Ground
Jl. Letjen S. Parman, Slipi, Jakarta Barat",200000,4.15,2025-06-03 22:32:46.771692,Jakarta Barat,Lounge Lounge Jakarta Barat
Danau Sentani,Indonesia,"Senayan Park Mall, Lantai Lower Ground
Jl. Gerbang Pemuda No. 3, Senayan, Jakarta Selatan",75000,4.05,2025-06-03 22:32:50.507896,Jakarta Selatan,Indonesia Indonesia Jakarta Selatan
Strada Coffee,Kafe,"La Piazza
Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",150000,4.11,2025-06-03 22:32:50.710328,Jakarta Utara,Kafe Kafe Jakarta Utara
Gyu Kaku,Jepang,"St Moritz Mall (Lippo Mall Puri), Lantai Lower Ground
Jl. Puri Indah Boulevard Blok U1, Puri, Jakarta Barat",200000,3.94,2025-06-03 22:32:50.938241,Jakarta Barat,Jepang Jepang Jakarta Barat
Aroma Padi,Indonesia,"Jl. Cipete Raya No. 6, Fatmawati, Jakarta Selatan",150000,4.2,2025-06-03 22:32:51.438150,Jakarta Selatan,Indonesia Indonesia Jakarta Selatan
Rempah Bistro,Indonesia,"Pacific Place Mall, Lantai 4
Jl. Jenderal Sudirman, SCBD, Kebayoran Baru, Jakarta Selatan",75000,4.23,2025-06-03 22:32:51.593667,Jakarta Selatan,Indonesia Indonesia Jakarta Selatan
Bleum Coffee,Kafe,"By The Sea Shopping District
Jl. Pulau Maju Bersama, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",50000,4.2,2025-06-03 22:32:51.824921,Jakarta Utara,Kafe Kafe Jakarta Utara
South Coffee,Kafe,"Jl. Cisanggiri V No. 8, Senopati, Kebayoran Baru, Jakarta Selatan",75000,4.26,2025-06-03 22:32:52.128497,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Sapo Oriental,China,"Cibubur Junction, Lantai Ground
Jl. Jambore, Cibubur, Jakarta Timur",75000,4.23,2025-06-03 22:32:52.429767,Jakarta Timur,China China Jakarta Timur
Leten by Paradise Dynasty,China,"Grand Indonesia Mall, Lantai 3A, West Mall
Jl. MH Thamrin, Thamrin, Jakarta Pusat",150000,4.55,2025-06-03 22:32:52.709261,Jakarta Pusat,China China Jakarta Pusat
ShuShu,Minuman,"Neo Soho Mall, Lantai Lower Mezzanine, The Foodhall
Jl. Letjen S. Parman, Slipi, Jakarta Barat",50000,3.94,2025-06-03 22:32:52.987798,Jakarta Barat,Minuman Minuman Jakarta Barat
Kopi Janji Jiwa,Minuman,"Ruko Sixth Avenue, West Land, Blok H6A No. 30
Jl. Raya Citra Garden 6, Cengkareng, Jakarta Barat",50000,3.94,2025-06-03 22:32:53.274546,Jakarta Barat,Minuman Minuman Jakarta Barat
The Pancake Co by DORE,Kafe,"Plaza Senayan, Lantai Basement, The FoodHall
Jl. Asia Afrika, Senayan, Jakarta Selatan",150000,3.93,2025-06-03 22:32:57.075722,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Pepper Lunch,Jepang,"Mall Taman Anggrek, Lantai 4
Jl. Letjen S. Parman, Slipi, Jakarta Barat",150000,3.98,2025-06-03 22:32:57.350336,Jakarta Barat,Jepang Jepang Jakarta Barat
Meaters,Barat,"Ruko Elang Laut, Blok D No. 36
Jl. Pantai Indah Selatan I, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",75000,3.92,2025-06-03 22:32:57.650201,Jakarta Utara,Barat Barat Jakarta Utara
Locarasa,Kafe,"Jl. Kemang Raya No. 81, Kemang, Jakarta Selatan",75000,3.9,2025-06-03 22:32:57.945301,Jakarta Selatan,Kafe Kafe Jakarta Selatan
The Peoples Cafe,Kafe,"Central Park, Lantai Ground
Jl. Letjen S. Parman, Slipi, Jakarta Barat",150000,3.92,2025-06-03 22:32:58.243397,Jakarta Barat,Kafe Kafe Jakarta Barat
Gokyo,Jepang,"Paradia
Jl. Intan No. 8A, Cilandak, Jakarta Selatan",75000,4.17,2025-06-03 22:32:58.537352,Jakarta Selatan,Jepang Jepang Jakarta Selatan
Kopi Ribur,Kafe,"Jl. Cikajang No. 1, Senopati, Kebayoran Baru, Jakarta Selatan",50000,4.15,2025-06-03 22:32:58.820988,Jakarta Selatan,Kafe Kafe Jakarta Selatan
115 One Fifteenth Coffee,Kafe,"Jl. Gandaria I No. 63, Gandaria, Jakarta Selatan",150000,3.91,2025-06-03 22:32:59.119319,Jakarta Selatan,Kafe Kafe Jakarta Selatan
The Harvest,Toko Kue,"Jl. Panjang No. 19, Kebon Jeruk, Jakarta Barat",150000,4.02,2025-06-03 22:32:59.390344,Jakarta Barat,Toko Kue Toko Kue Jakarta Barat
Die Stube Germany Resto  Bar,Jerman,"Plaza Bisnis Kemang I, Lantai Ground
Jl. Kemang Raya No. 2, Kemang, Jakarta Selatan",200000,4.0,2025-06-03 22:32:59.652823,Jakarta Selatan,Jerman Jerman Jakarta Selatan
Clairmont,Toko Kue,"Jl. Boulevard Raya Blok TN2 No. 14 - 15, Kelapa Gading, Jakarta Utara",75000,4.01,2025-06-03 22:32:59.953798,Jakarta Utara,Toko Kue Toko Kue Jakarta Utara
Samwon House,Korea,"Setiabudi One, Lantai Ground
Jl. HR Rasuna Said, Setiabudi, Jakarta Selatan",150000,4.04,2025-06-03 22:33:00.249882,Jakarta Selatan,Korea Korea Jakarta Selatan
IKEA Mall Taman Anggrek,Barat,"Mall Taman Anggrek, Lantai 4
Jl. Letjen S. Parman, Slipi, Jakarta Barat",75000,3.94,2025-06-03 22:33:03.975565,Jakarta Barat,Barat Barat Jakarta Barat
Donburi Ichiya,Jepang,"St Moritz Mall (Lippo Mall Puri), Lantai 1, Food Avenue
Jl. Puri Indah Boulevard Blok U1, Puri, Jakarta Barat",75000,3.91,2025-06-03 22:33:04.271542,Jakarta Barat,Jepang Jepang Jakarta Barat
Subshack,Barat,"Jl. HOS Cokroaminoto No. 94 (Lantai 2), Menteng, Jakarta Pusat",75000,3.95,2025-06-03 22:33:04.572834,Jakarta Pusat,Barat Barat Jakarta Pusat
The Royal Kitchen,India,"Bellagio Boutique Mall, Lantai Ground, Kawasan Mega Kuningan
Jl. Lingkar Mega Kuningan, Kuningan, Jakarta Selatan",150000,4.04,2025-06-03 22:33:04.888120,Jakarta Selatan,India India Jakarta Selatan
Marugame Udon,Jepang,"Plaza Blok M, Lantai Lower Ground
Jl. Bulungan No. 76, Blok M, Kebayoran Baru, Jakarta Selatan",75000,4.16,2025-06-03 22:33:05.176436,Jakarta Selatan,Jepang Jepang Jakarta Selatan
Shabu Jin,Jepang,"Kuningan City, Lantai Ground
Jl. Prof Dr Satrio, Kuningan, Jakarta Selatan",200000,4.01,2025-06-03 22:33:05.460370,Jakarta Selatan,Jepang Jepang Jakarta Selatan
Mad For Coffee,Kafe,"Mad Grass Collaborative Space
Jl. Asem Dua No. 27, Cilandak, Jakarta Selatan",50000,4.01,2025-06-03 22:33:05.751137,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Dapur Boimm,Indonesia,"Mall of Indonesia, Lantai Lower Ground, Pasar MOI
Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta Utara",50000,4.44,2025-06-03 22:33:06.018976,Jakarta Utara,Indonesia Indonesia Jakarta Utara
Pempek Ny Kamto,Indonesia,"Jl. Cipete Raya No. 99, Fatmawati, Jakarta Selatan",50000,4.3,2025-06-03 22:33:06.265851,Jakarta Selatan,Indonesia Indonesia Jakarta Selatan
Navva Coffee House,Kafe,"Ruko Sedayu City, Blok E No. 24
Jl. Sedayu Boulevard Timur, Kelapa Gading, Jakarta Utara",75000,4.13,2025-06-03 22:33:06.555175,Jakarta Utara,Kafe Kafe Jakarta Utara
Karnivor,Barat,"Grand Indonesia Mall, Lantai 5, East Mall
Jl. MH Thamrin, Thamrin, Jakarta Pusat",150000,4.09,2025-06-03 22:33:06.844414,Jakarta Pusat,Barat Barat Jakarta Pusat
Krispy Pork Home,China,"Ruko Taman Permata Buana, Blok D1 No. 19
Jl. Pulau Bira, Puri, Jakarta Barat",75000,4.1,2025-06-03 22:33:07.140392,Jakarta Barat,China China Jakarta Barat
GohanKu,Jepang,"Jl. Brigjen Katamso No. 9, Slipi, Jakarta Barat",50000,4.33,2025-06-03 22:33:10.906921,Jakarta Barat,Jepang Jepang Jakarta Barat
Yuzuya,Jepang,"Jl. Gunawarman No. 9, Senopati, Kebayoran Baru, Jakarta Selatan",150000,4.16,2025-06-03 22:33:11.205765,Jakarta Selatan,Jepang Jepang Jakarta Selatan
Subway,Barat,"Jl. Kemang Raya No. 36, Kemang, Jakarta Selatan",50000,4.16,2025-06-03 22:33:11.505067,Jakarta Selatan,Barat Barat Jakarta Selatan
Luuca,Es Krim,"Central Park, Lantai 1
Jl. Letjen S. Parman, Slipi, Jakarta Barat",50000,4.27,2025-06-03 22:33:11.809988,Jakarta Barat,Es Krim Es Krim Jakarta Barat
Saksama Coffee,Kafe,"Jl. Petogogan I No. 23, Radio Dalam, Kebayoran Baru, Jakarta Selatan",50000,4.07,2025-06-03 22:33:12.100540,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Milky Way,Kafe,"Senayan City, Lantai 5
Jl. Asia Afrika, Senayan, Jakarta Selatan",75000,4.09,2025-06-03 22:33:12.383019,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Kimukatsu,Jepang,"Grand Indonesia Mall, Lantai 3A, East Mall
Jl. MH Thamrin, Thamrin, Jakarta Pusat",75000,3.88,2025-06-03 22:33:12.688389,Jakarta Pusat,Jepang Jepang Jakarta Pusat
Abura Soba Yamatoten,Jepang,"PIK Avenue, Lantai 2, Dotonbori Food Town
Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",75000,3.93,2025-06-03 22:33:12.990890,Jakarta Utara,Jepang Jepang Jakarta Utara
JCO Donuts  Coffee,Kafe,"Gandaria City, Lantai Lower Ground
Jl. Sultan Iskandar Muda, Gandaria, Jakarta Selatan",50000,3.89,2025-06-03 22:33:13.279032,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Ippudo,Jepang,"St Moritz Mall (Lippo Mall Puri), Lantai Lower Ground, Takeshita Street
Jl. Puri Indah Boulevard Blok U1, Puri, Jakarta Barat",150000,4.0,2025-06-03 22:33:13.571859,Jakarta Barat,Jepang Jepang Jakarta Barat
Grand Wing Heng,China,"Jl. Muara Karang Raya Blok Z3 No. 60, Muara Karang, Penjaringan, Jakarta Utara",75000,3.85,2025-06-03 22:33:13.849079,Jakarta Utara,China China Jakarta Utara
Shaburi Shabu Shabu,Jepang,"Kota Kasablanka, Lantai 1
Jl. Casablanca Raya, Tebet, Jakarta Selatan",200000,3.97,2025-06-03 22:33:14.126148,Jakarta Selatan,Jepang Jepang Jakarta Selatan
Ganesha Ek Sanskriti,India,"Menara Karya, Lantai Ground
Jl. HR Rasuna Said, Kuningan, Jakarta Selatan",150000,4.11,2025-06-03 22:33:18.138522,Jakarta Selatan,India India Jakarta Selatan
Dapur Cokelat,Toko Kue,"Jl. Kelapa Nias Raya Blok QE1 No. 3, Kelapa Gading, Jakarta Utara",75000,4.07,2025-06-03 22:33:18.398449,Jakarta Utara,Toko Kue Toko Kue Jakarta Utara
Spectrum  Fairmont Jakarta,Barat,"Fairmont Jakarta, Lantai 2
Jl. Asia Afrika No. 8, Senayan, Jakarta Selatan",200000,4.05,2025-06-03 22:33:18.646586,Jakarta Selatan,Barat Barat Jakarta Selatan
Gyu Kaku,Jepang,"Mal Kelapa Gading 3, Lantai 3, The Attic Garden
Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",200000,3.96,2025-06-03 22:33:18.909930,Jakarta Utara,Jepang Jepang Jakarta Utara
Abura Soba Yamatoten,Jepang,"Senayan City, Lantai Lower Ground
Jl. Asia Afrika, Senayan, Jakarta Selatan",75000,3.95,2025-06-03 22:33:19.157063,Jakarta Selatan,Jepang Jepang Jakarta Selatan
Pandor,"Barat,Toko Roti dan Kue","Jl. Wijaya I No. 60, Wijaya, Kebayoran Baru, Jakarta Selatan",200000,3.92,2025-06-03 22:33:19.414258,Jakarta Selatan,"Barat,Toko Roti dan Kue Barat,Toko Roti dan Kue Jakarta Selatan"
KFC Naughty by Nature,Barat,"Jl. Senopati No. 24, Senopati, Kebayoran Baru, Jakarta Selatan",150000,3.99,2025-06-03 22:33:19.673818,Jakarta Selatan,Barat Barat Jakarta Selatan
Mochi Mochio,Mochi,"St Moritz Mall (Lippo Mall Puri), Lantai 1
Jl. Puri Indah Boulevard Blok U1, Puri, Jakarta Barat",50000,4.5,2025-06-03 22:33:19.924107,Jakarta Barat,Mochi Mochi Jakarta Barat
US Pizza,Italia,"Ruko Crown Golf, Blok A No. 11, Bukit Golf Mediterania
Jl. Marina Indah Raya, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",75000,4.05,2025-06-03 22:33:20.181151,Jakarta Utara,Italia Italia Jakarta Utara
Matang Di Pohon,Kafe,"Jl. Kemang Selatan No. 111, Kemang, Jakarta Selatan",150000,4.05,2025-06-03 22:33:20.340149,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Gelato Secrets,Es Krim,"Cove at Batavia PIK
Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",50000,4.03,2025-06-03 22:33:20.501360,Jakarta Utara,Es Krim Es Krim Jakarta Utara
Tanatap,Kafe,"Jl. Jalur 20 Blok 30 No. 19, Meruya, Jakarta Barat",50000,3.94,2025-06-03 22:33:20.762785,Jakarta Barat,Kafe Kafe Jakarta Barat
Saturday Coffee,Kafe,"Jl. Cipinang Cempedak IV No. 20E, Jatinegara, Jakarta Timur",50000,4.23,2025-06-03 22:33:24.567438,Jakarta Timur,Kafe Kafe Jakarta Timur
Union Cafe,Kafe,"Senayan City, Lantai Lower Ground
Jl. Asia Afrika, Senayan, Jakarta Selatan",150000,3.91,2025-06-03 22:33:24.857202,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Acaii Tea,Kafe,"Grand Indonesia Mall, Lantai Lower Ground, East Mall
Jl. MH Thamrin, Thamrin, Jakarta Pusat",50000,4.09,2025-06-03 22:33:25.146054,Jakarta Pusat,Kafe Kafe Jakarta Pusat
Canggu Bakehouse,Toko Roti,"Gedung Filateli Jakarta, Pos Bloc
Jl. Pos No. 2, Pasar Baru, Sawah Besar, Jakarta Pusat",50000,4.0,2025-06-03 22:33:25.435237,Jakarta Pusat,Toko Roti Toko Roti Jakarta Pusat
JCO Donuts  Coffee,Kafe,"Pondok Indah Mall 1, Lantai Ground
Jl. Metro Pondok Indah, Pondok Indah, Jakarta Selatan",50000,3.89,2025-06-03 22:33:25.726572,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Warung MJS,Indonesia,"Jl. Setiabudi Tengah No. 11, Setiabudi, Jakarta Selatan",75000,3.89,2025-06-03 22:33:26.029211,Jakarta Selatan,Indonesia Indonesia Jakarta Selatan
Katsu Sen,Jepang,"The Amboja
Jl. Raya Mabes Hankam, Cipayung, Jakarta Timur",150000,4.2,2025-06-03 22:33:26.331909,Jakarta Timur,Jepang Jepang Jakarta Timur
Bonbonbites,Toko Kue,"Jl. Sedayu City Kelapa Gading Blok SCBRD No. 8A, Kelapa Gading, Jakarta Utara",75000,4.2,2025-06-03 22:33:26.586890,Jakarta Utara,Toko Kue Toko Kue Jakarta Utara
Sunyi House of Coffee and Hope,Kafe,"Jl. Barito I No. 31, Blok M, Kebayoran Baru, Jakarta Selatan",75000,4.17,2025-06-03 22:33:26.878903,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Ngedagging,Indonesia,"Jl. Jelambar Utama Raya Blok F No. 30, Jelambar, Jakarta Barat",50000,4.25,2025-06-03 22:33:27.169767,Jakarta Barat,Indonesia Indonesia Jakarta Barat
The Harvest Express,Toko Kue,"Stasiun Kota
Jl. Stasiun Kota, Kota, Jakarta Barat",150000,4.27,2025-06-03 22:33:27.445931,Jakarta Barat,Toko Kue Toko Kue Jakarta Barat
Pancious,Italia,"PIK Avenue, Lantai 2
Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",150000,3.94,2025-06-03 22:33:27.737986,Jakarta Utara,Italia Italia Jakarta Utara
Kopi Kenangan,Minuman,"Standard Chartered Building, Lantai Ground
Jl. Prof Dr Satrio, Karet Kuningan, Setiabudi, Jakarta Selatan",50000,3.96,2025-06-03 22:33:31.494186,Jakarta Selatan,Minuman Minuman Jakarta Selatan
Pancious Go,Italia,"Cove at Batavia PIK
Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",75000,4.08,2025-06-03 22:33:31.763256,Jakarta Utara,Italia Italia Jakarta Utara
Beer Hall,Barat,"SCBD Lot 19
Jl. Jenderal Sudirman Kav. 52 - 53, SCBD, Kebayoran Baru, Jakarta Selatan",150000,4.06,2025-06-03 22:33:32.057024,Jakarta Selatan,Barat Barat Jakarta Selatan
Arabica Jakarta Roastery,Kafe,"Jl. Taman Gunawarman Timur No. 6, Senopati, Kebayoran Baru, Jakarta Selatan",75000,3.97,2025-06-03 22:33:32.345532,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Rumah Kita,Indonesia,"Jl. Mandala Raya No. 28BC, Tomang, Jakarta Barat",50000,4.33,2025-06-03 22:33:32.632068,Jakarta Barat,Indonesia Indonesia Jakarta Barat
Three Uncles,China,"Jl. Prapanca Raya No. 101B, Darmawangsa, Kebayoran Baru, Jakarta Selatan",75000,4.3,2025-06-03 22:33:32.928239,Jakarta Selatan,China China Jakarta Selatan
Chadol Gujeolpan,Korea,"Mal Kelapa Gading 3, Lantai 3
Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",75000,4.3,2025-06-03 22:33:33.216754,Jakarta Utara,Korea Korea Jakarta Utara
KOI The,Kafe,"St Moritz Mall (Lippo Mall Puri), Lantai 1
Jl. Puri Indah Boulevard Blok U1, Puri, Jakarta Barat",50000,3.89,2025-06-03 22:33:33.503505,Jakarta Barat,Kafe Kafe Jakarta Barat
Ribbon Coffee  Eatery,Kafe,"Jl. Tebet Barat Raya No. 18, Tebet, Jakarta Selatan",75000,4.02,2025-06-03 22:33:33.777249,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Tous Les Jours,Toko Roti dan Kue,"Mal Kelapa Gading 5, Lantai Ground
Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",50000,4.0,2025-06-03 22:33:34.049770,Jakarta Utara,Toko Roti dan Kue Toko Roti dan Kue Jakarta Utara
Frankfurter Hotdog and Steak,Barat,"Jl. Pluit Karang Indah Timur Blok A5 Selatan No. 2A, Muara Karang, Penjaringan, Jakarta Utara",150000,3.99,2025-06-03 22:33:34.627010,Jakarta Utara,Barat Barat Jakarta Utara
Song Fa Bak Kut Teh,China,"Mall of Indonesia, Lantai 1
Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta Utara",75000,3.96,2025-06-03 22:33:38.382948,Jakarta Utara,China China Jakarta Utara
Subway,Barat,"Setiabudi One, Lantai Ground
Jl. HR Rasuna Said, Setiabudi, Jakarta Selatan",50000,4.16,2025-06-03 22:33:38.658281,Jakarta Selatan,Barat Barat Jakarta Selatan
Tomaple,Kafe,"Plaza Indonesia, Lantai 5
Jl. MH Thamrin, Thamrin, Jakarta Pusat",50000,4.04,2025-06-03 22:33:38.989947,Jakarta Pusat,Kafe Kafe Jakarta Pusat
Secret Sushi All You Can Eat by Okinawa Sushi,Jepang,"East Coast By The Sea
Jl. Pulau Maju Bersama, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",200000,4.04,2025-06-03 22:33:39.286282,Jakarta Utara,Jepang Jepang Jakarta Utara
Ramen For The Soul,Jepang,"Jl. Hang Lekir II No. 4A, Kebayoran Baru, Jakarta Selatan",150000,4.14,2025-06-03 22:33:39.576937,Jakarta Selatan,Jepang Jepang Jakarta Selatan
Animo Bakery,Toko Roti dan Kue,"Jl. KH Abdullah Syafei No. 2A, Tebet, Jakarta Selatan",50000,4.1,2025-06-03 22:33:39.869065,Jakarta Selatan,Toko Roti dan Kue Toko Roti dan Kue Jakarta Selatan
Mister Monsters,Indonesia,"Jl. Danau Sunter Barat Blok A4 No. 11, Sunter, Jakarta Utara",150000,4.1,2025-06-03 22:33:40.151965,Jakarta Utara,Indonesia Indonesia Jakarta Utara
Paradise Dynasty,China,"Central Park, Lantai Lower Ground
Jl. Letjen S. Parman, Slipi, Jakarta Barat",150000,3.92,2025-06-03 22:33:40.418506,Jakarta Barat,China China Jakarta Barat
Godiva,Cokelat,"Plaza Indonesia, Lantai 1
Jl. MH Thamrin, Thamrin, Jakarta Pusat",75000,3.92,2025-06-03 22:33:40.721069,Jakarta Pusat,Cokelat Cokelat Jakarta Pusat
Butterman,"Toko Roti,Kafe","Jl. Cikatomas I No. 14, Senopati, Kebayoran Baru, Jakarta Selatan",150000,4.01,2025-06-03 22:33:41.007090,Jakarta Selatan,"Toko Roti,Kafe Toko Roti,Kafe Jakarta Selatan"
Genki Sushi,Jepang,"Lotte Mall Jakarta, Lantai 4
Jl. Prof Dr Satrio, Karet Kuningan, Setiabudi, Jakarta Selatan",150000,4.01,2025-06-03 22:33:41.291875,Jakarta Selatan,Jepang Jepang Jakarta Selatan
