Nama Restoran,Jenis Makanan,Alamat,Harga,Rating,Timestamp,Kota,combined_features
Cecemuwe Cafe and Space,Kafe,"Jl. Hang Jebat IX No. 6, Kebayoran Baru, Jakarta Selatan",150000,3.99,2025-06-03 22:31:21.594810,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Kempi Deli,Kafe,"Grand Indonesia Mall, Lantai 2, East Mall
Jl. MH Thamrin, Thamrin, Jakarta Pusat",150000,3.94,2025-06-03 22:31:21.879889,Jakarta Pusat,Kafe Kafe Jakarta Pusat
Katsutoku,Jepang,"Sentral Senayan 1, Lantai Basement
Jl. Asia Afrika No. 8, Senayan, Jakarta Selatan",200000,3.99,2025-06-03 22:31:22.183670,Jakarta Selatan,Jepang Jepang Jakarta Selatan
Fortis Coffee,Kafe,"Hublife, Lantai Ground
Jl. Tanjung Duren Timur No. 2, Tanjung Duren, Jakarta Barat",50000,4.33,2025-06-03 22:31:22.487466,Jakarta Barat,Kafe Kafe Jakarta Barat
Morning Blues,Kafe,"Apartemen Royal Mediterania Garden Residences
Jl. Letjen S. Parman, Tanjung Duren, Jakarta Barat",75000,4.15,2025-06-03 22:31:22.782218,Jakarta Barat,Kafe Kafe Jakarta Barat
Chouxlala,Toko Kue,"Jl. Boulevard Raya Blok WE2 No. 1F, Kelapa Gading, Jakarta Utara",50000,4.12,2025-06-03 22:31:23.077459,Jakarta Utara,Toko Kue Toko Kue Jakarta Utara
Shabule,Jepang,"Ruko Taman Palem Lestari, Blok C5 No. 51
Jl. Taman Palem Lestari, Cengkareng, Jakarta Barat",75000,4.6,2025-06-03 22:31:23.379378,Jakarta Barat,Jepang Jepang Jakarta Barat
Hachi Grill,Jepang,"The Hachi Puri Indah
Jl. Puri Indah Blok P1 Persil, Puri, Jakarta Barat",200000,4.13,2025-06-03 22:31:23.656556,Jakarta Barat,Jepang Jepang Jakarta Barat
Warung Leko,Indonesia,"Grand Indonesia Mall, Lantai 5, East Mall
Jl. MH Thamrin, Thamrin, Jakarta Pusat",75000,3.98,2025-06-03 22:31:23.959095,Jakarta Pusat,Indonesia Indonesia Jakarta Pusat
Pho Ba Ba,Vietnam,"Lotte Mall Jakarta, Lantai 3
Jl. Prof Dr Satrio, Karet Kuningan, Setiabudi, Jakarta Selatan",75000,4.11,2025-06-03 22:31:24.253909,Jakarta Selatan,Vietnam Vietnam Jakarta Selatan
Vilo Gelato,Es Krim,"Griya Batik Semar, Lantai Ground
Jl. Tomang Raya No. 54, Tomang, Jakarta Barat",50000,4.13,2025-06-03 22:31:27.990196,Jakarta Barat,Es Krim Es Krim Jakarta Barat
Kapitan Lim,Kafe,"Jl. Fachrudin No. 82A, Tanah Abang, Jakarta Pusat",75000,4.05,2025-06-03 22:31:28.275229,Jakarta Pusat,Kafe Kafe Jakarta Pusat
Arabica,Kafe,"PIK Icon
Jl. Laksamana Yos Sudarso, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",75000,4.09,2025-06-03 22:31:28.560339,Jakarta Utara,Kafe Kafe Jakarta Utara
Tokyo Skipjack,"Jepang,Barat","Jl. Bulungan Raya No. 20, Blok M, Kebayoran Baru, Jakarta Selatan",200000,3.94,2025-06-03 22:31:29.160062,Jakarta Selatan,"Jepang,Barat Jepang,Barat Jakarta Selatan"
Cafe Batavia,"Indonesia,Barat","Taman Fatahillah
Jl. Pintu Besar Utara No. 14, Kota, Jakarta Barat",150000,3.99,2025-06-03 22:31:29.466158,Jakarta Barat,"Indonesia,Barat Indonesia,Barat Jakarta Barat"
Toraja Coffee House,Kafe,"Jl. Casablanca Raya No. 1B, Tebet, Jakarta Selatan",75000,4.4,2025-06-03 22:31:29.769181,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Butlers Steak,Barat,"Chillax
Jl. Jenderal Sudirman Kav. 22 - 23, Sudirman, Jakarta Pusat",200000,4.4,2025-06-03 22:31:30.054880,Jakarta Pusat,Barat Barat Jakarta Pusat
Akihabara Coffee  Bread,Kafe,"Mall of Indonesia, Lantai 2
Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta Utara",75000,4.52,2025-06-03 22:31:30.367188,Jakarta Utara,Kafe Kafe Jakarta Utara
Burger Bangor,Barat,"Jl. Muara Karang Raya Blok CC5 No. 18A, Muara Karang, Penjaringan, Jakarta Utara",50000,4.4,2025-06-03 22:31:30.665722,Jakarta Utara,Barat Barat Jakarta Utara
Momoyo,"Es Krim,Minuman","Jl. Ciledug Raya No. 10B, Pesanggrahan, Jakarta Selatan",50000,4.44,2025-06-03 22:31:30.962904,Jakarta Selatan,"Es Krim,Minuman Es Krim,Minuman Jakarta Selatan"
Michaels Garden,Indonesia,"The Hachi Puri Indah, Lantai 2
Jl. Puri Indah Blok P1 Persil, Puri, Jakarta Barat",150000,4.05,2025-06-03 22:31:31.254405,Jakarta Barat,Indonesia Indonesia Jakarta Barat
Yakiniku Like,Jepang,"Senayan Park Mall, Lantai Upper Ground
Jl. Gerbang Pemuda No. 3, Senayan, Jakarta Selatan",150000,4.06,2025-06-03 22:31:34.941304,Jakarta Selatan,Jepang Jepang Jakarta Selatan
Holland Bakery,Toko Roti dan Kue,"Jl. Mampang Prapatan No. 42D, Mampang, Jakarta Selatan",50000,4.11,2025-06-03 22:31:35.243109,Jakarta Selatan,Toko Roti dan Kue Toko Roti dan Kue Jakarta Selatan
Liyen Restaurant,China,"Jl. Batu Tulis Raya No. 37, Pecenongan, Jakarta Pusat",200000,3.98,2025-06-03 22:31:35.514761,Jakarta Pusat,China China Jakarta Pusat
Social Affair Coffee  Baked House,Kafe,"PIK Avenue, Lantai Ground
Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",150000,3.9,2025-06-03 22:31:35.782996,Jakarta Utara,Kafe Kafe Jakarta Utara
Gioi Asian Bistro  Lounge,"Barat,Indonesia","Urban Farm
Jl. Golf Island Boulevard, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",200000,4.06,2025-06-03 22:31:36.070183,Jakarta Utara,"Barat,Indonesia Barat,Indonesia Jakarta Utara"
Terrazzo Kitchen  Coffee,Kafe,"Jl. Kelapa Cengkir Timur I Blok EC2 No. 1, Kelapa Gading, Jakarta Utara",150000,4.02,2025-06-03 22:31:36.357561,Jakarta Utara,Kafe Kafe Jakarta Utara
Tanatap,Kafe,"Jl. Ampera Raya No. 129, Cilandak, Jakarta Selatan",75000,3.92,2025-06-03 22:31:36.650607,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Ikkudo Ichi,Jepang,"Kota Kasablanka, Lantai Lower Ground
Jl. Casablanca Raya, Tebet, Jakarta Selatan",75000,3.89,2025-06-03 22:31:36.944215,Jakarta Selatan,Jepang Jepang Jakarta Selatan
The Coffee Mine,Kafe,"Energy Hub
Jl. Pegangsaan Timur No. 1, Cikini, Menteng, Jakarta Pusat",75000,4.0,2025-06-03 22:31:37.236009,Jakarta Pusat,Kafe Kafe Jakarta Pusat
Yongdaeri,Korea,"Mall of Indonesia, Lantai 1
Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta Utara",200000,4.04,2025-06-03 22:31:37.546095,Jakarta Utara,Korea Korea Jakarta Utara
Smarapura,Indonesia,"Jl. Tebet Timur Dalam II No. 43, Tebet, Jakarta Selatan",75000,4.0,2025-06-03 22:31:37.851274,Jakarta Selatan,Indonesia Indonesia Jakarta Selatan
Wingstop,Barat,"Lotte Mall Jakarta, Lantai 4
Jl. Prof Dr Satrio, Karet Kuningan, Setiabudi, Jakarta Selatan",75000,4.05,2025-06-03 22:31:38.150878,Jakarta Selatan,Barat Barat Jakarta Selatan
Ikkudo Ichi,Jepang,"Mal Kelapa Gading 3, Lantai 3
Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",75000,3.92,2025-06-03 22:31:41.889083,Jakarta Utara,Jepang Jepang Jakarta Utara
Abunawas,Arab/Timur Tengah,"Jl. Kemang Utara No. 15, Kemang, Jakarta Selatan",150000,3.92,2025-06-03 22:31:42.195294,Jakarta Selatan,Arab/Timur Tengah Arab/Timur Tengah Jakarta Selatan
Massimo Gelato,Es Krim,"Jl. Prof Joko Sutono No. 29, Melawai, Kebayoran Baru, Jakarta Selatan",50000,4.01,2025-06-03 22:31:42.493106,Jakarta Selatan,Es Krim Es Krim Jakarta Selatan
Wabi Sabi,Jepang,"MD Place, Lantai 12
Jl. Setiabudi Selatan No. 7, Setiabudi, Jakarta Selatan",200000,4.22,2025-06-03 22:31:42.771405,Jakarta Selatan,Jepang Jepang Jakarta Selatan
Simetri Coffee Roasters,Kafe,"Jl. Gandaria II No. 9, Gandaria, Jakarta Selatan",75000,4.22,2025-06-03 22:31:43.064052,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Charlies Mac,Snack,"Bike Az, Lantai 2
Jl. Meruya Ilir No. 82, Meruya, Jakarta Barat",50000,4.25,2025-06-03 22:31:43.367456,Jakarta Barat,Snack Snack Jakarta Barat
Eight Treasures Silver,China,"Arcade Business Center, Lantai Ground
Jl. Pantai Utara I No. 2, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",200000,4.15,2025-06-03 22:31:43.670702,Jakarta Utara,China China Jakarta Utara
SAYA Kopi,Kafe,"Jl. Bangunan Timur No. 13B, Pulo Gadung, Jakarta Timur",50000,4.22,2025-06-03 22:31:43.984299,Jakarta Timur,Kafe Kafe Jakarta Timur
Pizza Marzano,Italia,"Senayan City, Lantai Lower Ground
Jl. Asia Afrika, Senayan, Jakarta Selatan",150000,3.94,2025-06-03 22:31:44.282086,Jakarta Selatan,Italia Italia Jakarta Selatan
Sushi Hiro,Jepang,"Ruko Garden House, Blok B No. 18D, Bukit Golf Mediterania
Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",150000,3.92,2025-06-03 22:31:44.584636,Jakarta Utara,Jepang Jepang Jakarta Utara
Pan  Co,Kafe,"Kota Kasablanka, Lantai 1
Jl. Casablanca Raya, Tebet, Jakarta Selatan",75000,4.0,2025-06-03 22:31:44.866411,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Gong cha,Bubble Tea,"Central Park, Lantai Upper Ground
Jl. Letjen S. Parman, Slipi, Jakarta Barat",50000,4.03,2025-06-03 22:31:45.143388,Jakarta Barat,Bubble Tea Bubble Tea Jakarta Barat
BarBQ Plaza,Thailand,"Central Park, Lantai Lower Ground
Jl. Letjen S. Parman, Slipi, Jakarta Barat",150000,4.04,2025-06-03 22:31:48.937505,Jakarta Barat,Thailand Thailand Jakarta Barat
Kodaigiri,Jepang,"Mall of Indonesia, Lantai 1
Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta Utara",50000,4.14,2025-06-03 22:31:49.203852,Jakarta Utara,Jepang Jepang Jakarta Utara
Summer House,Minuman,"Ruko Beach Theme Park, Blok E No. 128
Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",50000,4.18,2025-06-03 22:31:49.498309,Jakarta Utara,Minuman Minuman Jakarta Utara
Chicory European Patisserie,Eropa,"Jl. Sumenep No. 9, Menteng, Jakarta Pusat",150000,4.01,2025-06-03 22:31:49.797002,Jakarta Pusat,Eropa Eropa Jakarta Pusat
Coco Ichibanya,Jepang,"Grand Indonesia Mall, Lantai 3A, West Mall
Jl. MH Thamrin, Thamrin, Jakarta Pusat",150000,3.93,2025-06-03 22:31:50.088211,Jakarta Pusat,Jepang Jepang Jakarta Pusat
Starbucks,Kafe,"Ruko The Gallery Metro Broadway, Blok 8 No. EA - EB
Jl. Pantai Indah Utara II, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",75000,3.99,2025-06-03 22:31:50.389018,Jakarta Utara,Kafe Kafe Jakarta Utara
BUTANOYA,Jepang,"Jl. Kelapa Hibrida Raya Blok RA3 No. 23, Kelapa Gading, Jakarta Utara",75000,4.18,2025-06-03 22:31:50.677368,Jakarta Utara,Jepang Jepang Jakarta Utara
Blue Doors,Kafe,"Jl. Darmawangsa Raya No. 8A, Darmawangsa, Kebayoran Baru, Jakarta Selatan",50000,4.2,2025-06-03 22:31:50.975237,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Ippudo,Jepang,"Grand Indonesia Mall, Lantai 3A, West Mall
Jl. MH Thamrin, Thamrin, Jakarta Pusat",150000,3.94,2025-06-03 22:31:51.264564,Jakarta Pusat,Jepang Jepang Jakarta Pusat
Shaburi  Kintan Buffet,Jepang,"Senayan City, Lantai 4
Jl. Asia Afrika, Senayan, Jakarta Selatan",200000,3.92,2025-06-03 22:31:51.533097,Jakarta Selatan,Jepang Jepang Jakarta Selatan
Pizza Marzano,Italia,"Mal Kelapa Gading 3, Lantai Ground, The FoodHall
Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",150000,3.92,2025-06-03 22:31:51.836175,Jakarta Utara,Italia Italia Jakarta Utara
Tobys Estate,Kafe,"Pondok Indah Mall 2, Lantai Ground
Jl. Metro Pondok Indah, Pondok Indah, Jakarta Selatan",150000,3.94,2025-06-03 22:31:52.121922,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Kedai Soto Lamongan Jodoh Rasa,Indonesia,"Jl. Sumur Batu Raya No. 2, Kemayoran, Jakarta Pusat",50000,4.6,2025-06-03 22:31:55.921452,Jakarta Pusat,Indonesia Indonesia Jakarta Pusat
Saycuan Hotpot  BBQ,China,"SCBD Park
Jl. Jenderal Sudirman Kav. 52 - 53, SCBD, Kebayoran Baru, Jakarta Selatan",150000,4.55,2025-06-03 22:31:56.213911,Jakarta Selatan,China China Jakarta Selatan
Rambla Coffee,Kafe,"Mal Kelapa Gading 1, Lantai 2
Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",50000,4.6,2025-06-03 22:31:56.480042,Jakarta Utara,Kafe Kafe Jakarta Utara
Jittlada Restaurant,Thailand,"Grand Indonesia Mall, Lantai 3A, Sky Bridge
Jl. MH Thamrin, Thamrin, Jakarta Pusat",150000,3.95,2025-06-03 22:31:56.740903,Jakarta Pusat,Thailand Thailand Jakarta Pusat
Seroeni,China,"St Moritz Mall (Lippo Mall Puri), Lantai 1
Jl. Puri Indah Boulevard Blok U1, Puri, Jakarta Barat",75000,3.94,2025-06-03 22:31:57.003259,Jakarta Barat,China China Jakarta Barat
Rokue Snack,Toko Roti dan Kue,"Jl. Batu Tulis Raya No. 22C, Pecenongan, Jakarta Pusat",50000,4.07,2025-06-03 22:31:57.227581,Jakarta Pusat,Toko Roti dan Kue Toko Roti dan Kue Jakarta Pusat
Bugatea,Minuman,"Mall of Indonesia, Lantai 2, Dotonbori Foodtown
Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta Utara",50000,4.11,2025-06-03 22:31:57.523415,Jakarta Utara,Minuman Minuman Jakarta Utara
Roti Kebanggaan Gading Serpong,"Toko Roti dan Kue,Kafe","La Piazza, Gafoy
Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",50000,4.09,2025-06-03 22:31:57.780556,Jakarta Utara,"Toko Roti dan Kue,Kafe Toko Roti dan Kue,Kafe Jakarta Utara"
Casa Cuomo Ristorante,Italia,"Jl. Gunawarman No. 57, Senopati, Kebayoran Baru, Jakarta Selatan",200000,4.3,2025-06-03 22:31:58.086051,Jakarta Selatan,Italia Italia Jakarta Selatan
Kira Kira Ginza,Jepang,"Jl. Melawai Raya No. 22, Melawai, Kebayoran Baru, Jakarta Selatan",150000,3.91,2025-06-03 22:31:58.385742,Jakarta Selatan,Jepang Jepang Jakarta Selatan
Starbucks,Kafe,"Mal Kelapa Gading 2, Lantai Ground
Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",75000,4.01,2025-06-03 22:31:58.682933,Jakarta Utara,Kafe Kafe Jakarta Utara
Joe  Dough,Kafe,"Plaza Indonesia, Lantai 3
Jl. MH Thamrin, Thamrin, Jakarta Pusat",150000,3.89,2025-06-03 22:32:02.721279,Jakarta Pusat,Kafe Kafe Jakarta Pusat
Kabobs,Arab/Timur Tengah,"Pondok Indah Mall 1, Street Gallery, Lantai 1
Jl. Metro Pondok Indah, Pondok Indah, Jakarta Selatan",50000,4.44,2025-06-03 22:32:03.026113,Jakarta Selatan,Arab/Timur Tengah Arab/Timur Tengah Jakarta Selatan
All Round Coffee,Kafe,"Peanut House
Jl. Pejaten Barat Raya No. 44A, Pasar Minggu, Jakarta Selatan",50000,4.44,2025-06-03 22:32:03.318774,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Neng Goela,Dessert,"dineinc
Jl. Teuku Cik Ditiro No. 51, Menteng, Jakarta Pusat",50000,4.36,2025-06-03 22:32:03.627986,Jakarta Pusat,Dessert Dessert Jakarta Pusat
Fong Sheng,China,"Ruko Gold Coast, Blok B No. 12 - 15
Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",75000,3.96,2025-06-03 22:32:03.934219,Jakarta Utara,China China Jakarta Utara
Feel Matcha,Kafe,"Pondok Indah Mall 3, Lantai 1
Jl. Metro Pondok Indah, Pondok Indah, Jakarta Selatan",50000,3.99,2025-06-03 22:32:04.226894,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Ramen 38 Sanpachi,Jepang,"Gedung Sarinah, Lantai 1
Jl. MH Thamrin, Thamrin, Jakarta Pusat",150000,3.99,2025-06-03 22:32:04.526054,Jakarta Pusat,Jepang Jepang Jakarta Pusat
Hakata Ikkousha,Jepang,"Jl. Pluit Indah Raya No. 33, Pluit, Penjaringan, Jakarta Utara",75000,4.07,2025-06-03 22:32:04.829080,Jakarta Utara,Jepang Jepang Jakarta Utara
Lord Of Noodle,Korea,"Jl. Boulevard Raya Blok I4 No. 1, Kelapa Gading, Jakarta Utara",75000,4.1,2025-06-03 22:32:05.120766,Jakarta Utara,Korea Korea Jakarta Utara
Moon Gypsy,Kafe,"Jl. Senopati No. 16, Senopati, Kebayoran Baru, Jakarta Selatan",150000,4.07,2025-06-03 22:32:05.413224,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Dolls Bakeshop,Kafe,"Jl. Buana Biru Besar No. 11, Puri, Jakarta Barat",50000,4.12,2025-06-03 22:32:05.705902,Jakarta Barat,Kafe Kafe Jakarta Barat
Biggby Coffee,Kafe,"Senayan Park Mall, Lantai Lower Ground
Jl. Gerbang Pemuda No. 3, Senayan, Jakarta Selatan",75000,4.07,2025-06-03 22:32:05.995065,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Ikan Bakar Cianjur,Indonesia,"Jl. Batu Tulis Raya No. 39, Pecenongan, Jakarta Pusat",150000,3.93,2025-06-03 22:32:09.905867,Jakarta Pusat,Indonesia Indonesia Jakarta Pusat
Gandy Steak House  Bakery,Barat,"Jl. Hayam Wuruk No. 73, Hayam Wuruk, Jakarta Barat",200000,3.95,2025-06-03 22:32:10.207156,Jakarta Barat,Barat Barat Jakarta Barat
Claypot Popo,China,"Jl. H. Agus Salim No. 23B, Menteng, Jakarta Pusat",50000,3.86,2025-06-03 22:32:10.483172,Jakarta Pusat,China China Jakarta Pusat
Burnt,Barat,"Lazy Boss
Jl. Pelepah Elok I Blok QA2 No. 6, Kelapa Gading, Jakarta Utara",75000,4.05,2025-06-03 22:32:11.073404,Jakarta Utara,Barat Barat Jakarta Utara
Popolamama Express,Italia,"Batavia PIK
Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",150000,4.11,2025-06-03 22:32:11.368494,Jakarta Utara,Italia Italia Jakarta Utara
SujiSuan Cai Yu,China,"Hublife, Lantai 1
Jl. Tanjung Duren Timur No. 2, Tanjung Duren, Jakarta Barat",150000,4.09,2025-06-03 22:32:11.671558,Jakarta Barat,China China Jakarta Barat
Pigcasso,Italia,"Jl. Puri Kembangan No. 10B, Puri, Jakarta Barat",150000,4.11,2025-06-03 22:32:11.979261,Jakarta Barat,Italia Italia Jakarta Barat
Madam Sichuan,China,"Gandaria City, Lantai Upper Ground, Mainstreet Dining
Jl. Sultan Iskandar Muda, Gandaria, Jakarta Selatan",75000,4.11,2025-06-03 22:32:12.277760,Jakarta Selatan,China China Jakarta Selatan
Godiva,Cokelat,"Grand Indonesia Mall, Lantai Lower Ground, West Mall, The FoodHall
Jl. MH Thamrin, Thamrin, Jakarta Pusat",75000,4.15,2025-06-03 22:32:12.557935,Jakarta Pusat,Cokelat Cokelat Jakarta Pusat
Martabak Bangka Akim,Indonesia,"Jl. Tanjung Duren Raya No. 44 (Seberang Bank UOB), Tanjung Duren, Jakarta Barat",50000,3.87,2025-06-03 22:32:13.133243,Jakarta Barat,Indonesia Indonesia Jakarta Barat
Eightman,Jepang,"Summitmas Tower 1, Lantai Ground
Jl. Jenderal Sudirman, Sudirman, Jakarta Pusat",150000,3.97,2025-06-03 22:32:16.829423,Jakarta Pusat,Jepang Jepang Jakarta Pusat
Kintan Buffet,Jepang,"Grand Indonesia Mall, Lantai 3A, West Mall
Jl. MH Thamrin, Thamrin, Jakarta Pusat",200000,4.03,2025-06-03 22:32:17.117182,Jakarta Pusat,Jepang Jepang Jakarta Pusat
Burgreens Eatery,Vegetarian,"Jl. KH Wahid Hasyim No. 47, Menteng, Jakarta Pusat",150000,4.05,2025-06-03 22:32:17.416562,Jakarta Pusat,Vegetarian Vegetarian Jakarta Pusat
Barbar Ribs,Barat,"Mahaka Square, Lantai Ground
Jl. Kelapa Nias Raya, Kelapa Gading, Jakarta Utara",150000,4.08,2025-06-03 22:32:17.724676,Jakarta Utara,Barat Barat Jakarta Utara
Social Affair Coffee  Baked House,Kafe,"Cilandak Town Square, Lantai Ground
Jl. TB Simatupang, Cilandak, Jakarta Selatan",150000,3.98,2025-06-03 22:32:18.029715,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Mamma Rosy,Italia,"Jl. Kemang Raya No. 58, Kemang, Jakarta Selatan",150000,3.98,2025-06-03 22:32:18.322387,Jakarta Selatan,Italia Italia Jakarta Selatan
Huize Van Wely,"Barat, Italia, Indonesia","The Papilion, Lantai 1
Jl. Kemang Raya No. 45AA, Kemang, Jakarta Selatan",200000,4.26,2025-06-03 22:32:18.632045,Jakarta Selatan,"Barat, Italia, Indonesia Barat, Italia, Indonesia Jakarta Selatan"
Fume Kertanegara,Kafe,"Jl. Kertanegara No. 37, Senopati, Kebayoran Baru, Jakarta Selatan",150000,4.26,2025-06-03 22:32:18.920702,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Crackling Crispy Pork Belly,China,"Jl. Pluit Karang Manis No. 2, Muara Karang, Penjaringan, Jakarta Utara",75000,4.29,2025-06-03 22:32:19.211385,Jakarta Utara,China China Jakarta Utara
Bermvda Coffee,Kafe,"The Range at Damai Indah Golf, Lantai Ground
Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",150000,3.93,2025-06-03 22:32:19.522060,Jakarta Utara,Kafe Kafe Jakarta Utara
UN Bakes,Toko Kue,"Mal Kelapa Gading 3, Lantai Ground, Gading Walk
Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",75000,4.0,2025-06-03 22:32:19.822715,Jakarta Utara,Toko Kue Toko Kue Jakarta Utara
Surasang,Korea,"Ruko Golf Island, Blok L No. 71 - 73
Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",200000,4.26,2025-06-03 22:32:20.108042,Jakarta Utara,Korea Korea Jakarta Utara
Yakinikuya,Jepang,"Darmawangsa Square, Lantai Basement
Jl. Darmawangsa VI No. 38, Darmawangsa, Kebayoran Baru, Jakarta Selatan",200000,3.95,2025-06-03 22:32:23.796432,Jakarta Selatan,Jepang Jepang Jakarta Selatan
Xing Fu Tang,Bubble Tea,"Kota Kasablanka, Lantai 2
Jl. Casablanca Raya, Tebet, Jakarta Selatan",50000,4.06,2025-06-03 22:32:24.084873,Jakarta Selatan,Bubble Tea Bubble Tea Jakarta Selatan
Cold Moo,Es Krim,"By The Sea Shopping District
Jl. Pulau Maju Bersama, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",50000,4.09,2025-06-03 22:32:24.373217,Jakarta Utara,Es Krim Es Krim Jakarta Utara
BEAU Bakery,Kafe,"Jl. Cikajang No. 29, Senopati, Kebayoran Baru, Jakarta Selatan",150000,3.91,2025-06-03 22:32:24.668433,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Fore Coffee,Kafe,"Green Pramuka Square, Lantai Ground
Jl. Jenderal Ahmad Yani, Cempaka Putih, Jakarta Pusat",50000,4.2,2025-06-03 22:32:24.968325,Jakarta Pusat,Kafe Kafe Jakarta Pusat
Ippudo,Jepang,"Pacific Place Mall, Lantai 5
Jl. Jenderal Sudirman, SCBD, Kebayoran Baru, Jakarta Selatan",150000,3.93,2025-06-03 22:32:25.182966,Jakarta Selatan,Jepang Jepang Jakarta Selatan
Warung Korea Pop,Korea,"Jl. Bendungan Jatiluhur No. 10, Bendungan Hilir, Jakarta Pusat",75000,3.98,2025-06-03 22:32:25.343635,Jakarta Pusat,Korea Korea Jakarta Pusat
Tous Les Jours Cafe,Kafe,"Cilandak Town Square, Lantai Ground
Jl. TB Simatupang, Cilandak, Jakarta Selatan",50000,3.98,2025-06-03 22:32:25.598326,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Sushi Go,Jepang,"Emporium Pluit Mall, Lantai 4
Jl. Pluit Selatan Raya, Pluit, Penjaringan, Jakarta Utara",75000,4.02,2025-06-03 22:32:25.887581,Jakarta Utara,Jepang Jepang Jakarta Utara
Bu Eva Spesial Sambal,Indonesia,"Jl. Bendungan Hilir Blok G1 No. 4, Bendungan Hilir, Jakarta Pusat",50000,4.07,2025-06-03 22:32:26.192436,Jakarta Pusat,Indonesia Indonesia Jakarta Pusat
Veranda  The Grove Suites,Indonesia,"The Grove Suites, Lantai Ground
Jl. HR Rasuna Said, Kuningan, Jakarta Selatan",200000,4.11,2025-06-03 22:32:26.492059,Jakarta Selatan,Indonesia Indonesia Jakarta Selatan
Kamadoya Nizaemon  Century Atlet Hotel,Jepang,"Century Atlet Hotel, Lantai Ground
Jl. Pintu Satu Senayan, Senayan, Jakarta Selatan",150000,4.01,2025-06-03 22:32:26.786186,Jakarta Selatan,Jepang Jepang Jakarta Selatan
Wingstop,Barat,"Kota Kasablanka, Lantai Lower Ground
Jl. Casablanca Raya, Tebet, Jakarta Selatan",75000,3.92,2025-06-03 22:32:30.557119,Jakarta Selatan,Barat Barat Jakarta Selatan
Janji Jiwa X,Minuman,"Mal Kelapa Gading 3, Lantai Ground, Gading Walk
Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",50000,4.12,2025-06-03 22:32:30.862924,Jakarta Utara,Minuman Minuman Jakarta Utara
Sapo Oriental,China,"Plaza Blok M, Lantai Lower Ground
Jl. Bulungan No. 76, Blok M, Kebayoran Baru, Jakarta Selatan",75000,4.18,2025-06-03 22:32:31.161302,Jakarta Selatan,China China Jakarta Selatan
Rosso  Hotel ShangriLa Jakarta,Italia,"Hotel Shangri-La Jakarta
Jl. Jenderal Sudirman, Sudirman, Jakarta Pusat",200000,4.18,2025-06-03 22:32:31.465859,Jakarta Pusat,Italia Italia Jakarta Pusat
Dominica,Italia,"Jl. HOS Cokroaminoto No. 93, Menteng, Jakarta Pusat",200000,4.18,2025-06-03 22:32:31.745416,Jakarta Pusat,Italia Italia Jakarta Pusat
Xing Fu Bao,Kafe,"Jl. Tanjung Duren Barat VI No. 15, Tanjung Duren, Jakarta Barat",50000,4.0,2025-06-03 22:32:32.044044,Jakarta Barat,Kafe Kafe Jakarta Barat
